"","nationality","response","year"
"26379","Japan","atheist",2012
"26380","Japan","atheist",2012
"26381","Japan","non-atheist",2012
"26382","Japan","non-atheist",2012
"26383","Japan","non-atheist",2012
"26384","Japan","non-atheist",2012
"26385","Japan","non-atheist",2012
"26386","Japan","atheist",2012
"26387","Japan","atheist",2012
"26388","Japan","non-atheist",2012
"26389","Japan","atheist",2012
"26390","Japan","non-atheist",2012
"26391","Japan","atheist",2012
"26392","Japan","non-atheist",2012
"26393","Japan","non-atheist",2012
"26394","Japan","non-atheist",2012
"26395","Japan","atheist",2012
"26396","Japan","atheist",2012
"26397","Japan","non-atheist",2012
"26398","Japan","non-atheist",2012
"26399","Japan","non-atheist",2012
"26400","Japan","non-atheist",2012
"26401","Japan","atheist",2012
"26402","Japan","atheist",2012
"26403","Japan","non-atheist",2012
"26404","Japan","non-atheist",2012
"26405","Japan","non-atheist",2012
"26406","Japan","atheist",2012
"26407","Japan","non-atheist",2012
"26408","Japan","non-atheist",2012
"26409","Japan","non-atheist",2012
"26410","Japan","atheist",2012
"26411","Japan","atheist",2012
"26412","Japan","atheist",2012
"26413","Japan","non-atheist",2012
"26414","Japan","non-atheist",2012
"26415","Japan","non-atheist",2012
"26416","Japan","non-atheist",2012
"26417","Japan","non-atheist",2012
"26418","Japan","atheist",2012
"26419","Japan","non-atheist",2012
"26420","Japan","non-atheist",2012
"26421","Japan","non-atheist",2012
"26422","Japan","non-atheist",2012
"26423","Japan","non-atheist",2012
"26424","Japan","non-atheist",2012
"26425","Japan","atheist",2012
"26426","Japan","non-atheist",2012
"26427","Japan","atheist",2012
"26428","Japan","non-atheist",2012
"26429","Japan","atheist",2012
"26430","Japan","non-atheist",2012
"26431","Japan","non-atheist",2012
"26432","Japan","atheist",2012
"26433","Japan","non-atheist",2012
"26434","Japan","non-atheist",2012
"26435","Japan","non-atheist",2012
"26436","Japan","non-atheist",2012
"26437","Japan","atheist",2012
"26438","Japan","non-atheist",2012
"26439","Japan","atheist",2012
"26440","Japan","atheist",2012
"26441","Japan","non-atheist",2012
"26442","Japan","non-atheist",2012
"26443","Japan","non-atheist",2012
"26444","Japan","atheist",2012
"26445","Japan","atheist",2012
"26446","Japan","non-atheist",2012
"26447","Japan","non-atheist",2012
"26448","Japan","non-atheist",2012
"26449","Japan","atheist",2012
"26450","Japan","atheist",2012
"26451","Japan","non-atheist",2012
"26452","Japan","atheist",2012
"26453","Japan","non-atheist",2012
"26454","Japan","non-atheist",2012
"26455","Japan","non-atheist",2012
"26456","Japan","non-atheist",2012
"26457","Japan","atheist",2012
"26458","Japan","non-atheist",2012
"26459","Japan","non-atheist",2012
"26460","Japan","atheist",2012
"26461","Japan","non-atheist",2012
"26462","Japan","non-atheist",2012
"26463","Japan","non-atheist",2012
"26464","Japan","atheist",2012
"26465","Japan","atheist",2012
"26466","Japan","non-atheist",2012
"26467","Japan","atheist",2012
"26468","Japan","non-atheist",2012
"26469","Japan","non-atheist",2012
"26470","Japan","atheist",2012
"26471","Japan","non-atheist",2012
"26472","Japan","non-atheist",2012
"26473","Japan","non-atheist",2012
"26474","Japan","non-atheist",2012
"26475","Japan","atheist",2012
"26476","Japan","atheist",2012
"26477","Japan","non-atheist",2012
"26478","Japan","non-atheist",2012
"26479","Japan","atheist",2012
"26480","Japan","non-atheist",2012
"26481","Japan","non-atheist",2012
"26482","Japan","non-atheist",2012
"26483","Japan","non-atheist",2012
"26484","Japan","non-atheist",2012
"26485","Japan","non-atheist",2012
"26486","Japan","non-atheist",2012
"26487","Japan","non-atheist",2012
"26488","Japan","atheist",2012
"26489","Japan","non-atheist",2012
"26490","Japan","non-atheist",2012
"26491","Japan","non-atheist",2012
"26492","Japan","non-atheist",2012
"26493","Japan","atheist",2012
"26494","Japan","non-atheist",2012
"26495","Japan","atheist",2012
"26496","Japan","atheist",2012
"26497","Japan","non-atheist",2012
"26498","Japan","non-atheist",2012
"26499","Japan","non-atheist",2012
"26500","Japan","atheist",2012
"26501","Japan","non-atheist",2012
"26502","Japan","non-atheist",2012
"26503","Japan","non-atheist",2012
"26504","Japan","atheist",2012
"26505","Japan","non-atheist",2012
"26506","Japan","atheist",2012
"26507","Japan","atheist",2012
"26508","Japan","non-atheist",2012
"26509","Japan","non-atheist",2012
"26510","Japan","non-atheist",2012
"26511","Japan","non-atheist",2012
"26512","Japan","non-atheist",2012
"26513","Japan","atheist",2012
"26514","Japan","non-atheist",2012
"26515","Japan","atheist",2012
"26516","Japan","non-atheist",2012
"26517","Japan","atheist",2012
"26518","Japan","non-atheist",2012
"26519","Japan","non-atheist",2012
"26520","Japan","atheist",2012
"26521","Japan","non-atheist",2012
"26522","Japan","non-atheist",2012
"26523","Japan","non-atheist",2012
"26524","Japan","non-atheist",2012
"26525","Japan","non-atheist",2012
"26526","Japan","non-atheist",2012
"26527","Japan","non-atheist",2012
"26528","Japan","non-atheist",2012
"26529","Japan","non-atheist",2012
"26530","Japan","non-atheist",2012
"26531","Japan","non-atheist",2012
"26532","Japan","non-atheist",2012
"26533","Japan","non-atheist",2012
"26534","Japan","atheist",2012
"26535","Japan","non-atheist",2012
"26536","Japan","non-atheist",2012
"26537","Japan","non-atheist",2012
"26538","Japan","non-atheist",2012
"26539","Japan","non-atheist",2012
"26540","Japan","non-atheist",2012
"26541","Japan","atheist",2012
"26542","Japan","non-atheist",2012
"26543","Japan","non-atheist",2012
"26544","Japan","atheist",2012
"26545","Japan","non-atheist",2012
"26546","Japan","non-atheist",2012
"26547","Japan","atheist",2012
"26548","Japan","non-atheist",2012
"26549","Japan","non-atheist",2012
"26550","Japan","atheist",2012
"26551","Japan","atheist",2012
"26552","Japan","non-atheist",2012
"26553","Japan","atheist",2012
"26554","Japan","non-atheist",2012
"26555","Japan","non-atheist",2012
"26556","Japan","non-atheist",2012
"26557","Japan","non-atheist",2012
"26558","Japan","atheist",2012
"26559","Japan","atheist",2012
"26560","Japan","non-atheist",2012
"26561","Japan","non-atheist",2012
"26562","Japan","non-atheist",2012
"26563","Japan","non-atheist",2012
"26564","Japan","atheist",2012
"26565","Japan","non-atheist",2012
"26566","Japan","non-atheist",2012
"26567","Japan","non-atheist",2012
"26568","Japan","atheist",2012
"26569","Japan","non-atheist",2012
"26570","Japan","non-atheist",2012
"26571","Japan","non-atheist",2012
"26572","Japan","atheist",2012
"26573","Japan","atheist",2012
"26574","Japan","non-atheist",2012
"26575","Japan","non-atheist",2012
"26576","Japan","non-atheist",2012
"26577","Japan","non-atheist",2012
"26578","Japan","non-atheist",2012
"26579","Japan","atheist",2012
"26580","Japan","atheist",2012
"26581","Japan","atheist",2012
"26582","Japan","atheist",2012
"26583","Japan","atheist",2012
"26584","Japan","non-atheist",2012
"26585","Japan","non-atheist",2012
"26586","Japan","non-atheist",2012
"26587","Japan","non-atheist",2012
"26588","Japan","atheist",2012
"26589","Japan","atheist",2012
"26590","Japan","non-atheist",2012
"26591","Japan","non-atheist",2012
"26592","Japan","non-atheist",2012
"26593","Japan","non-atheist",2012
"26594","Japan","non-atheist",2012
"26595","Japan","non-atheist",2012
"26596","Japan","non-atheist",2012
"26597","Japan","non-atheist",2012
"26598","Japan","non-atheist",2012
"26599","Japan","atheist",2012
"26600","Japan","non-atheist",2012
"26601","Japan","non-atheist",2012
"26602","Japan","atheist",2012
"26603","Japan","non-atheist",2012
"26604","Japan","non-atheist",2012
"26605","Japan","non-atheist",2012
"26606","Japan","atheist",2012
"26607","Japan","atheist",2012
"26608","Japan","atheist",2012
"26609","Japan","non-atheist",2012
"26610","Japan","atheist",2012
"26611","Japan","non-atheist",2012
"26612","Japan","non-atheist",2012
"26613","Japan","atheist",2012
"26614","Japan","atheist",2012
"26615","Japan","non-atheist",2012
"26616","Japan","non-atheist",2012
"26617","Japan","non-atheist",2012
"26618","Japan","atheist",2012
"26619","Japan","non-atheist",2012
"26620","Japan","atheist",2012
"26621","Japan","non-atheist",2012
"26622","Japan","atheist",2012
"26623","Japan","atheist",2012
"26624","Japan","non-atheist",2012
"26625","Japan","atheist",2012
"26626","Japan","non-atheist",2012
"26627","Japan","non-atheist",2012
"26628","Japan","non-atheist",2012
"26629","Japan","non-atheist",2012
"26630","Japan","non-atheist",2012
"26631","Japan","atheist",2012
"26632","Japan","non-atheist",2012
"26633","Japan","atheist",2012
"26634","Japan","non-atheist",2012
"26635","Japan","non-atheist",2012
"26636","Japan","atheist",2012
"26637","Japan","non-atheist",2012
"26638","Japan","non-atheist",2012
"26639","Japan","atheist",2012
"26640","Japan","non-atheist",2012
"26641","Japan","non-atheist",2012
"26642","Japan","non-atheist",2012
"26643","Japan","atheist",2012
"26644","Japan","atheist",2012
"26645","Japan","atheist",2012
"26646","Japan","non-atheist",2012
"26647","Japan","non-atheist",2012
"26648","Japan","atheist",2012
"26649","Japan","non-atheist",2012
"26650","Japan","non-atheist",2012
"26651","Japan","non-atheist",2012
"26652","Japan","non-atheist",2012
"26653","Japan","non-atheist",2012
"26654","Japan","atheist",2012
"26655","Japan","atheist",2012
"26656","Japan","non-atheist",2012
"26657","Japan","atheist",2012
"26658","Japan","non-atheist",2012
"26659","Japan","non-atheist",2012
"26660","Japan","atheist",2012
"26661","Japan","non-atheist",2012
"26662","Japan","non-atheist",2012
"26663","Japan","non-atheist",2012
"26664","Japan","atheist",2012
"26665","Japan","non-atheist",2012
"26666","Japan","non-atheist",2012
"26667","Japan","atheist",2012
"26668","Japan","atheist",2012
"26669","Japan","atheist",2012
"26670","Japan","non-atheist",2012
"26671","Japan","atheist",2012
"26672","Japan","non-atheist",2012
"26673","Japan","non-atheist",2012
"26674","Japan","non-atheist",2012
"26675","Japan","non-atheist",2012
"26676","Japan","non-atheist",2012
"26677","Japan","non-atheist",2012
"26678","Japan","non-atheist",2012
"26679","Japan","non-atheist",2012
"26680","Japan","non-atheist",2012
"26681","Japan","atheist",2012
"26682","Japan","non-atheist",2012
"26683","Japan","non-atheist",2012
"26684","Japan","non-atheist",2012
"26685","Japan","atheist",2012
"26686","Japan","atheist",2012
"26687","Japan","non-atheist",2012
"26688","Japan","atheist",2012
"26689","Japan","non-atheist",2012
"26690","Japan","non-atheist",2012
"26691","Japan","non-atheist",2012
"26692","Japan","non-atheist",2012
"26693","Japan","non-atheist",2012
"26694","Japan","atheist",2012
"26695","Japan","non-atheist",2012
"26696","Japan","non-atheist",2012
"26697","Japan","non-atheist",2012
"26698","Japan","non-atheist",2012
"26699","Japan","non-atheist",2012
"26700","Japan","non-atheist",2012
"26701","Japan","non-atheist",2012
"26702","Japan","non-atheist",2012
"26703","Japan","non-atheist",2012
"26704","Japan","non-atheist",2012
"26705","Japan","non-atheist",2012
"26706","Japan","atheist",2012
"26707","Japan","non-atheist",2012
"26708","Japan","non-atheist",2012
"26709","Japan","atheist",2012
"26710","Japan","non-atheist",2012
"26711","Japan","atheist",2012
"26712","Japan","non-atheist",2012
"26713","Japan","atheist",2012
"26714","Japan","non-atheist",2012
"26715","Japan","non-atheist",2012
"26716","Japan","atheist",2012
"26717","Japan","non-atheist",2012
"26718","Japan","atheist",2012
"26719","Japan","non-atheist",2012
"26720","Japan","non-atheist",2012
"26721","Japan","atheist",2012
"26722","Japan","atheist",2012
"26723","Japan","non-atheist",2012
"26724","Japan","non-atheist",2012
"26725","Japan","non-atheist",2012
"26726","Japan","non-atheist",2012
"26727","Japan","non-atheist",2012
"26728","Japan","atheist",2012
"26729","Japan","non-atheist",2012
"26730","Japan","non-atheist",2012
"26731","Japan","non-atheist",2012
"26732","Japan","atheist",2012
"26733","Japan","non-atheist",2012
"26734","Japan","atheist",2012
"26735","Japan","non-atheist",2012
"26736","Japan","non-atheist",2012
"26737","Japan","non-atheist",2012
"26738","Japan","non-atheist",2012
"26739","Japan","atheist",2012
"26740","Japan","non-atheist",2012
"26741","Japan","non-atheist",2012
"26742","Japan","non-atheist",2012
"26743","Japan","non-atheist",2012
"26744","Japan","atheist",2012
"26745","Japan","atheist",2012
"26746","Japan","atheist",2012
"26747","Japan","non-atheist",2012
"26748","Japan","atheist",2012
"26749","Japan","non-atheist",2012
"26750","Japan","atheist",2012
"26751","Japan","atheist",2012
"26752","Japan","non-atheist",2012
"26753","Japan","non-atheist",2012
"26754","Japan","atheist",2012
"26755","Japan","non-atheist",2012
"26756","Japan","non-atheist",2012
"26757","Japan","non-atheist",2012
"26758","Japan","non-atheist",2012
"26759","Japan","atheist",2012
"26760","Japan","non-atheist",2012
"26761","Japan","non-atheist",2012
"26762","Japan","non-atheist",2012
"26763","Japan","non-atheist",2012
"26764","Japan","atheist",2012
"26765","Japan","atheist",2012
"26766","Japan","atheist",2012
"26767","Japan","atheist",2012
"26768","Japan","non-atheist",2012
"26769","Japan","non-atheist",2012
"26770","Japan","atheist",2012
"26771","Japan","non-atheist",2012
"26772","Japan","atheist",2012
"26773","Japan","non-atheist",2012
"26774","Japan","non-atheist",2012
"26775","Japan","non-atheist",2012
"26776","Japan","non-atheist",2012
"26777","Japan","non-atheist",2012
"26778","Japan","non-atheist",2012
"26779","Japan","non-atheist",2012
"26780","Japan","atheist",2012
"26781","Japan","non-atheist",2012
"26782","Japan","non-atheist",2012
"26783","Japan","non-atheist",2012
"26784","Japan","non-atheist",2012
"26785","Japan","atheist",2012
"26786","Japan","atheist",2012
"26787","Japan","non-atheist",2012
"26788","Japan","non-atheist",2012
"26789","Japan","atheist",2012
"26790","Japan","non-atheist",2012
"26791","Japan","non-atheist",2012
"26792","Japan","atheist",2012
"26793","Japan","non-atheist",2012
"26794","Japan","non-atheist",2012
"26795","Japan","atheist",2012
"26796","Japan","non-atheist",2012
"26797","Japan","non-atheist",2012
"26798","Japan","non-atheist",2012
"26799","Japan","atheist",2012
"26800","Japan","non-atheist",2012
"26801","Japan","non-atheist",2012
"26802","Japan","atheist",2012
"26803","Japan","non-atheist",2012
"26804","Japan","atheist",2012
"26805","Japan","non-atheist",2012
"26806","Japan","non-atheist",2012
"26807","Japan","atheist",2012
"26808","Japan","atheist",2012
"26809","Japan","atheist",2012
"26810","Japan","non-atheist",2012
"26811","Japan","atheist",2012
"26812","Japan","non-atheist",2012
"26813","Japan","atheist",2012
"26814","Japan","atheist",2012
"26815","Japan","non-atheist",2012
"26816","Japan","atheist",2012
"26817","Japan","atheist",2012
"26818","Japan","non-atheist",2012
"26819","Japan","non-atheist",2012
"26820","Japan","atheist",2012
"26821","Japan","non-atheist",2012
"26822","Japan","non-atheist",2012
"26823","Japan","non-atheist",2012
"26824","Japan","non-atheist",2012
"26825","Japan","non-atheist",2012
"26826","Japan","non-atheist",2012
"26827","Japan","non-atheist",2012
"26828","Japan","non-atheist",2012
"26829","Japan","non-atheist",2012
"26830","Japan","non-atheist",2012
"26831","Japan","non-atheist",2012
"26832","Japan","non-atheist",2012
"26833","Japan","non-atheist",2012
"26834","Japan","non-atheist",2012
"26835","Japan","non-atheist",2012
"26836","Japan","non-atheist",2012
"26837","Japan","atheist",2012
"26838","Japan","atheist",2012
"26839","Japan","non-atheist",2012
"26840","Japan","non-atheist",2012
"26841","Japan","non-atheist",2012
"26842","Japan","non-atheist",2012
"26843","Japan","atheist",2012
"26844","Japan","non-atheist",2012
"26845","Japan","non-atheist",2012
"26846","Japan","non-atheist",2012
"26847","Japan","non-atheist",2012
"26848","Japan","non-atheist",2012
"26849","Japan","atheist",2012
"26850","Japan","non-atheist",2012
"26851","Japan","atheist",2012
"26852","Japan","atheist",2012
"26853","Japan","atheist",2012
"26854","Japan","non-atheist",2012
"26855","Japan","non-atheist",2012
"26856","Japan","atheist",2012
"26857","Japan","non-atheist",2012
"26858","Japan","non-atheist",2012
"26859","Japan","non-atheist",2012
"26860","Japan","non-atheist",2012
"26861","Japan","non-atheist",2012
"26862","Japan","non-atheist",2012
"26863","Japan","atheist",2012
"26864","Japan","non-atheist",2012
"26865","Japan","non-atheist",2012
"26866","Japan","non-atheist",2012
"26867","Japan","non-atheist",2012
"26868","Japan","non-atheist",2012
"26869","Japan","non-atheist",2012
"26870","Japan","atheist",2012
"26871","Japan","atheist",2012
"26872","Japan","non-atheist",2012
"26873","Japan","non-atheist",2012
"26874","Japan","atheist",2012
"26875","Japan","non-atheist",2012
"26876","Japan","non-atheist",2012
"26877","Japan","atheist",2012
"26878","Japan","non-atheist",2012
"26879","Japan","non-atheist",2012
"26880","Japan","atheist",2012
"26881","Japan","non-atheist",2012
"26882","Japan","non-atheist",2012
"26883","Japan","atheist",2012
"26884","Japan","non-atheist",2012
"26885","Japan","atheist",2012
"26886","Japan","non-atheist",2012
"26887","Japan","non-atheist",2012
"26888","Japan","atheist",2012
"26889","Japan","non-atheist",2012
"26890","Japan","non-atheist",2012
"26891","Japan","atheist",2012
"26892","Japan","non-atheist",2012
"26893","Japan","atheist",2012
"26894","Japan","atheist",2012
"26895","Japan","non-atheist",2012
"26896","Japan","atheist",2012
"26897","Japan","non-atheist",2012
"26898","Japan","atheist",2012
"26899","Japan","atheist",2012
"26900","Japan","atheist",2012
"26901","Japan","non-atheist",2012
"26902","Japan","non-atheist",2012
"26903","Japan","non-atheist",2012
"26904","Japan","non-atheist",2012
"26905","Japan","non-atheist",2012
"26906","Japan","atheist",2012
"26907","Japan","non-atheist",2012
"26908","Japan","non-atheist",2012
"26909","Japan","non-atheist",2012
"26910","Japan","non-atheist",2012
"26911","Japan","atheist",2012
"26912","Japan","non-atheist",2012
"26913","Japan","non-atheist",2012
"26914","Japan","non-atheist",2012
"26915","Japan","non-atheist",2012
"26916","Japan","non-atheist",2012
"26917","Japan","non-atheist",2012
"26918","Japan","atheist",2012
"26919","Japan","non-atheist",2012
"26920","Japan","non-atheist",2012
"26921","Japan","non-atheist",2012
"26922","Japan","non-atheist",2012
"26923","Japan","non-atheist",2012
"26924","Japan","atheist",2012
"26925","Japan","non-atheist",2012
"26926","Japan","non-atheist",2012
"26927","Japan","atheist",2012
"26928","Japan","non-atheist",2012
"26929","Japan","non-atheist",2012
"26930","Japan","atheist",2012
"26931","Japan","atheist",2012
"26932","Japan","atheist",2012
"26933","Japan","non-atheist",2012
"26934","Japan","non-atheist",2012
"26935","Japan","non-atheist",2012
"26936","Japan","non-atheist",2012
"26937","Japan","non-atheist",2012
"26938","Japan","non-atheist",2012
"26939","Japan","non-atheist",2012
"26940","Japan","non-atheist",2012
"26941","Japan","atheist",2012
"26942","Japan","non-atheist",2012
"26943","Japan","atheist",2012
"26944","Japan","non-atheist",2012
"26945","Japan","non-atheist",2012
"26946","Japan","atheist",2012
"26947","Japan","non-atheist",2012
"26948","Japan","non-atheist",2012
"26949","Japan","non-atheist",2012
"26950","Japan","atheist",2012
"26951","Japan","non-atheist",2012
"26952","Japan","non-atheist",2012
"26953","Japan","atheist",2012
"26954","Japan","atheist",2012
"26955","Kenya","non-atheist",2012
"26956","Kenya","non-atheist",2012
"26957","Kenya","non-atheist",2012
"26958","Kenya","non-atheist",2012
"26959","Kenya","non-atheist",2012
"26960","Kenya","non-atheist",2012
"26961","Kenya","non-atheist",2012
"26962","Kenya","non-atheist",2012
"26963","Kenya","non-atheist",2012
"26964","Kenya","non-atheist",2012
"26965","Kenya","non-atheist",2012
"26966","Kenya","non-atheist",2012
"26967","Kenya","non-atheist",2012
"26968","Kenya","non-atheist",2012
"26969","Kenya","non-atheist",2012
"26970","Kenya","non-atheist",2012
"26971","Kenya","non-atheist",2012
"26972","Kenya","non-atheist",2012
"26973","Kenya","non-atheist",2012
"26974","Kenya","non-atheist",2012
"26975","Kenya","non-atheist",2012
"26976","Kenya","non-atheist",2012
"26977","Kenya","non-atheist",2012
"26978","Kenya","non-atheist",2012
"26979","Kenya","non-atheist",2012
"26980","Kenya","non-atheist",2012
"26981","Kenya","non-atheist",2012
"26982","Kenya","non-atheist",2012
"26983","Kenya","non-atheist",2012
"26984","Kenya","non-atheist",2012
"26985","Kenya","non-atheist",2012
"26986","Kenya","non-atheist",2012
"26987","Kenya","non-atheist",2012
"26988","Kenya","non-atheist",2012
"26989","Kenya","non-atheist",2012
"26990","Kenya","non-atheist",2012
"26991","Kenya","non-atheist",2012
"26992","Kenya","non-atheist",2012
"26993","Kenya","non-atheist",2012
"26994","Kenya","non-atheist",2012
"26995","Kenya","non-atheist",2012
"26996","Kenya","non-atheist",2012
"26997","Kenya","atheist",2012
"26998","Kenya","non-atheist",2012
"26999","Kenya","non-atheist",2012
"27000","Kenya","non-atheist",2012
"27001","Kenya","non-atheist",2012
"27002","Kenya","non-atheist",2012
"27003","Kenya","non-atheist",2012
"27004","Kenya","non-atheist",2012
"27005","Kenya","non-atheist",2012
"27006","Kenya","non-atheist",2012
"27007","Kenya","non-atheist",2012
"27008","Kenya","non-atheist",2012
"27009","Kenya","atheist",2012
"27010","Kenya","non-atheist",2012
"27011","Kenya","non-atheist",2012
"27012","Kenya","non-atheist",2012
"27013","Kenya","non-atheist",2012
"27014","Kenya","non-atheist",2012
"27015","Kenya","non-atheist",2012
"27016","Kenya","non-atheist",2012
"27017","Kenya","non-atheist",2012
"27018","Kenya","non-atheist",2012
"27019","Kenya","non-atheist",2012
"27020","Kenya","non-atheist",2012
"27021","Kenya","non-atheist",2012
"27022","Kenya","non-atheist",2012
"27023","Kenya","non-atheist",2012
"27024","Kenya","non-atheist",2012
"27025","Kenya","non-atheist",2012
"27026","Kenya","non-atheist",2012
"27027","Kenya","non-atheist",2012
"27028","Kenya","non-atheist",2012
"27029","Kenya","non-atheist",2012
"27030","Kenya","non-atheist",2012
"27031","Kenya","non-atheist",2012
"27032","Kenya","non-atheist",2012
"27033","Kenya","non-atheist",2012
"27034","Kenya","non-atheist",2012
"27035","Kenya","non-atheist",2012
"27036","Kenya","non-atheist",2012
"27037","Kenya","non-atheist",2012
"27038","Kenya","non-atheist",2012
"27039","Kenya","non-atheist",2012
"27040","Kenya","non-atheist",2012
"27041","Kenya","non-atheist",2012
"27042","Kenya","non-atheist",2012
"27043","Kenya","non-atheist",2012
"27044","Kenya","non-atheist",2012
"27045","Kenya","non-atheist",2012
"27046","Kenya","non-atheist",2012
"27047","Kenya","non-atheist",2012
"27048","Kenya","non-atheist",2012
"27049","Kenya","non-atheist",2012
"27050","Kenya","non-atheist",2012
"27051","Kenya","non-atheist",2012
"27052","Kenya","non-atheist",2012
"27053","Kenya","non-atheist",2012
"27054","Kenya","non-atheist",2012
"27055","Kenya","non-atheist",2012
"27056","Kenya","non-atheist",2012
"27057","Kenya","non-atheist",2012
"27058","Kenya","non-atheist",2012
"27059","Kenya","non-atheist",2012
"27060","Kenya","non-atheist",2012
"27061","Kenya","non-atheist",2012
"27062","Kenya","non-atheist",2012
"27063","Kenya","non-atheist",2012
"27064","Kenya","non-atheist",2012
"27065","Kenya","non-atheist",2012
"27066","Kenya","non-atheist",2012
"27067","Kenya","non-atheist",2012
"27068","Kenya","non-atheist",2012
"27069","Kenya","non-atheist",2012
"27070","Kenya","non-atheist",2012
"27071","Kenya","non-atheist",2012
"27072","Kenya","non-atheist",2012
"27073","Kenya","non-atheist",2012
"27074","Kenya","non-atheist",2012
"27075","Kenya","non-atheist",2012
"27076","Kenya","non-atheist",2012
"27077","Kenya","non-atheist",2012
"27078","Kenya","non-atheist",2012
"27079","Kenya","non-atheist",2012
"27080","Kenya","non-atheist",2012
"27081","Kenya","non-atheist",2012
"27082","Kenya","non-atheist",2012
"27083","Kenya","non-atheist",2012
"27084","Kenya","non-atheist",2012
"27085","Kenya","non-atheist",2012
"27086","Kenya","non-atheist",2012
"27087","Kenya","non-atheist",2012
"27088","Kenya","non-atheist",2012
"27089","Kenya","non-atheist",2012
"27090","Kenya","non-atheist",2012
"27091","Kenya","non-atheist",2012
"27092","Kenya","non-atheist",2012
"27093","Kenya","non-atheist",2012
"27094","Kenya","non-atheist",2012
"27095","Kenya","non-atheist",2012
"27096","Kenya","non-atheist",2012
"27097","Kenya","non-atheist",2012
"27098","Kenya","non-atheist",2012
"27099","Kenya","non-atheist",2012
"27100","Kenya","non-atheist",2012
"27101","Kenya","non-atheist",2012
"27102","Kenya","non-atheist",2012
"27103","Kenya","non-atheist",2012
"27104","Kenya","non-atheist",2012
"27105","Kenya","non-atheist",2012
"27106","Kenya","non-atheist",2012
"27107","Kenya","atheist",2012
"27108","Kenya","atheist",2012
"27109","Kenya","non-atheist",2012
"27110","Kenya","non-atheist",2012
"27111","Kenya","non-atheist",2012
"27112","Kenya","non-atheist",2012
"27113","Kenya","non-atheist",2012
"27114","Kenya","non-atheist",2012
"27115","Kenya","non-atheist",2012
"27116","Kenya","non-atheist",2012
"27117","Kenya","non-atheist",2012
"27118","Kenya","non-atheist",2012
"27119","Kenya","non-atheist",2012
"27120","Kenya","non-atheist",2012
"27121","Kenya","non-atheist",2012
"27122","Kenya","non-atheist",2012
"27123","Kenya","non-atheist",2012
"27124","Kenya","non-atheist",2012
"27125","Kenya","non-atheist",2012
"27126","Kenya","non-atheist",2012
"27127","Kenya","non-atheist",2012
"27128","Kenya","non-atheist",2012
"27129","Kenya","non-atheist",2012
"27130","Kenya","non-atheist",2012
"27131","Kenya","non-atheist",2012
"27132","Kenya","non-atheist",2012
"27133","Kenya","non-atheist",2012
"27134","Kenya","non-atheist",2012
"27135","Kenya","non-atheist",2012
"27136","Kenya","non-atheist",2012
"27137","Kenya","non-atheist",2012
"27138","Kenya","non-atheist",2012
"27139","Kenya","non-atheist",2012
"27140","Kenya","non-atheist",2012
"27141","Kenya","non-atheist",2012
"27142","Kenya","non-atheist",2012
"27143","Kenya","non-atheist",2012
"27144","Kenya","non-atheist",2012
"27145","Kenya","non-atheist",2012
"27146","Kenya","non-atheist",2012
"27147","Kenya","non-atheist",2012
"27148","Kenya","non-atheist",2012
"27149","Kenya","non-atheist",2012
"27150","Kenya","non-atheist",2012
"27151","Kenya","atheist",2012
"27152","Kenya","non-atheist",2012
"27153","Kenya","non-atheist",2012
"27154","Kenya","non-atheist",2012
"27155","Kenya","non-atheist",2012
"27156","Kenya","non-atheist",2012
"27157","Kenya","non-atheist",2012
"27158","Kenya","non-atheist",2012
"27159","Kenya","non-atheist",2012
"27160","Kenya","non-atheist",2012
"27161","Kenya","non-atheist",2012
"27162","Kenya","non-atheist",2012
"27163","Kenya","non-atheist",2012
"27164","Kenya","non-atheist",2012
"27165","Kenya","non-atheist",2012
"27166","Kenya","non-atheist",2012
"27167","Kenya","non-atheist",2012
"27168","Kenya","non-atheist",2012
"27169","Kenya","non-atheist",2012
"27170","Kenya","non-atheist",2012
"27171","Kenya","non-atheist",2012
"27172","Kenya","non-atheist",2012
"27173","Kenya","atheist",2012
"27174","Kenya","non-atheist",2012
"27175","Kenya","non-atheist",2012
"27176","Kenya","non-atheist",2012
"27177","Kenya","non-atheist",2012
"27178","Kenya","non-atheist",2012
"27179","Kenya","non-atheist",2012
"27180","Kenya","non-atheist",2012
"27181","Kenya","non-atheist",2012
"27182","Kenya","non-atheist",2012
"27183","Kenya","non-atheist",2012
"27184","Kenya","non-atheist",2012
"27185","Kenya","atheist",2012
"27186","Kenya","non-atheist",2012
"27187","Kenya","non-atheist",2012
"27188","Kenya","non-atheist",2012
"27189","Kenya","non-atheist",2012
"27190","Kenya","non-atheist",2012
"27191","Kenya","non-atheist",2012
"27192","Kenya","non-atheist",2012
"27193","Kenya","non-atheist",2012
"27194","Kenya","non-atheist",2012
"27195","Kenya","non-atheist",2012
"27196","Kenya","non-atheist",2012
"27197","Kenya","non-atheist",2012
"27198","Kenya","non-atheist",2012
"27199","Kenya","non-atheist",2012
"27200","Kenya","non-atheist",2012
"27201","Kenya","non-atheist",2012
"27202","Kenya","non-atheist",2012
"27203","Kenya","non-atheist",2012
"27204","Kenya","non-atheist",2012
"27205","Kenya","non-atheist",2012
"27206","Kenya","non-atheist",2012
"27207","Kenya","non-atheist",2012
"27208","Kenya","non-atheist",2012
